1,Alesha's Legacy
1,Arcane Signet
1,Archetype of Finality
1,Archpriest of Shadows
1,Bilious Skulldweller
1,"Black Widow, Deadly Hunter"
1,Blight Mamba
1,Bloated Contaminator
1,Bow of Nylea
1,Cauldron of Essence
1,Command Tower
1,Deathsprout
1,Diabolic Intent
1,Dragon Sniper
1,"Drivnod, Carnage Dominus"
1,Dune Mover
1,Farseek
16,Forest
1,"Fynn, the Fangbearer"
1,"Gohn, Town of Ruin"
1,Golgari Signet
1,Goliath Hatchery
1,"Grist, Voracious Larva // Grist, the Plague Swarm"
1,"Gwenom, Remorseless"
1,Harrow
1,Heritage Reclamation
1,Ichorspit Basilisk
1,Jewel-Eyed Cobra
1,Kinzu of the Bleak Coven
1,Lure
1,Necrogen Communion
1,Necrogen Rotpriest
1,Nimraiser Paladin
1,Noxious Assault
1,Ochran Assassin
1,Offer Immortality
1,Ohran Frostfang
1,Ophiomancer
1,Paladin of Predation
1,Phyrexian Arena
1,Plague Nurse
1,Preacher of the Schism
1,Qarsi Revenant
1,Questing Beast
1,Radioactive Spider
1,Revitalizing Repast // Old-Growth Grove
1,Revival Experiment
1,Roaming Throne
1,Rogue's Passage
1,"Saryth, the Viper's Fang"
1,Sheoldred's Headcleaver
1,Sol Ring
1,"Sothera, the Supervoid"
1,Super State
1,Super-Adaptoid
17,Swamp
1,The Serpent Society
1,Three Visits
1,Unstoppable Slasher
1,Vampire Nighthawk
1,"Varragoth, Bloodsky Sire"
1,Venerated Rotpriest
1,Victimize
1,Virulent Emissary
1,Vraska Joins Up
1,"Vraska, Betrayal's Sting"
1,Wasteland Viper
1,Wastewood Verge
1,Wight of the Reliquary
