1,Ancient Greenwarden
1,"Avatar Kyoshi, Earthbender"
1,Ba Sing Se
1,Badgermole
1,Badgermole Cub
1,"Bumi, Eclectic Earthbender"
1,Cascading Cataracts
1,Collective Resistance
1,Conduit of Worlds
1,Crop Rotation
1,Cultivate
1,Cycle of Renewal
1,Darksteel Citadel
1,Darksteel Garrison
1,Deglamer
1,Deserted Temple
1,Doubling Season
1,Drix Fatemaker
1,Earth Rumble
1,Earthbending Student
1,Emeritus of Abundance // Regrowth
1,Entish Restoration
1,Eternal Witness
1,Explosive Vegetation
1,Fabled Passage
1,Field of Ruin
1,Flare of Cultivation
28,Forest
1,Formidable Speaker
1,Galuf's Final Act
1,Garruk's Uprising
1,Harrow
1,Herd Heirloom
1,Heroic Intervention
1,Horizon Explorer
1,Innkeeper's Talent
1,Kami of Whispered Hopes
1,Knockout Maneuver
1,Lotus Field
1,Lumbering Worldwagon
1,Mightform Harmonizer
1,Mutable Explorer
1,"Nissa, Who Shakes the World"
1,"Nissa, Worldwaker"
1,Oracle of Mul Daya
1,Origin of Metalbending
1,"Ozolith, the Shattered Spire"
1,Part in Friendship
1,Pick Your Poison
1,Planar Engineering
1,Primal Might
1,Puca's Covenant
1,Quirion Ranger
1,Rockalanche
1,Rumble Arena
1,Sapling Nursery
1,Sazh's Chocobo
1,Secret Tunnel
1,Seismic Sense
1,Sol Ring
1,Solid Ground
1,Studious First-Year // Rampant Growth
1,Swiftfoot Boots
1,Terrain Generator
1,Terrasymbiosis
1,The Earth King
1,Through the Forest Gate
1,Tifa's Limit Break
1,"Toph, Earthbending Master"
1,"Toph, the Blind Bandit"
1,Urza's Cave
1,Warden of the Grove
1,Zimone's Experiment
